report_file,report_group,experiment,status,language_reported,language_guess,corpus_family,source,input,input_bytes,input_chars,cleaned_chars,null_samples,seed,tool_version,hyphen_policy,encoding,encoding_sequence_len,encoding_unique_symbols,encoding_symbol_entropy_bits,event,event_description,event_count,severity,code,interpretation_level,message,raw_alert
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,consonant,Alphabetic non-vowel positions under the MVP classifier.,350,warning,PERIODICITY_OR_CLUSTERING_WARNING,1,"Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,consonant,Alphabetic non-vowel positions under the MVP classifier.,350,info,STATISTICAL_DEVIATION,1,"Metric 'run_entropy' deviates from 'density_shuffle' null with z=-14.948. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'run_entropy' deviates from 'density_shuffle' null with z=-14.948. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,consonant,Alphabetic non-vowel positions under the MVP classifier.,350,warning,OVER_REGULARITY_WARNING,1,"Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.","{""code"": ""OVER_REGULARITY_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,consonant,Alphabetic non-vowel positions under the MVP classifier.,350,info,STATISTICAL_DEVIATION,1,"Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=15.000. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=15.000. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,consonant,Alphabetic non-vowel positions under the MVP classifier.,350,info,STATISTICAL_DEVIATION,2,"Metric 'run_entropy' deviates from 'gap_order_shuffle' null with z=4.308. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 2, ""message"": ""Metric 'run_entropy' deviates from 'gap_order_shuffle' null with z=4.308. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,info,STATISTICAL_DEVIATION,1,"Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-24.674. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-24.674. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,warning,PERIODICITY_OR_CLUSTERING_WARNING,1,"Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,info,STATISTICAL_DEVIATION,1,"Metric 'run_entropy' deviates from 'density_shuffle' null with z=-6.471. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'run_entropy' deviates from 'density_shuffle' null with z=-6.471. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,warning,OVER_REGULARITY_WARNING,1,"Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.","{""code"": ""OVER_REGULARITY_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,info,STATISTICAL_DEVIATION,1,"Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=4.851. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=4.851. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,info,STATISTICAL_DEVIATION,2,"Metric 'gap_entropy' deviates from 'markov_1' null with z=-3.124. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 2, ""message"": ""Metric 'gap_entropy' deviates from 'markov_1' null with z=-3.124. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,whitespace,Whitespace positions.,213,warning,PERIODICITY_OR_CLUSTERING_WARNING,2,"Gap entropy is substantially lower than the 'markov_1' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 2, ""message"": ""Gap entropy is substantially lower than the 'markov_1' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,info,STATISTICAL_DEVIATION,1,"Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-13.435. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-13.435. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,warning,PERIODICITY_OR_CLUSTERING_WARNING,1,"Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,info,STATISTICAL_DEVIATION,1,"Metric 'run_entropy' deviates from 'density_shuffle' null with z=-3.529. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'run_entropy' deviates from 'density_shuffle' null with z=-3.529. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,warning,OVER_REGULARITY_WARNING,1,"Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.","{""code"": ""OVER_REGULARITY_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,info,STATISTICAL_DEVIATION,2,"Metric 'gap_entropy' deviates from 'markov_1' null with z=-4.370. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 2, ""message"": ""Metric 'gap_entropy' deviates from 'markov_1' null with z=-4.370. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,warning,PERIODICITY_OR_CLUSTERING_WARNING,2,"Gap entropy is substantially lower than the 'markov_1' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 2, ""message"": ""Gap entropy is substantially lower than the 'markov_1' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,punctuation,Punctuation positions under the declared punctuation/hyphen policies.,134,info,STATISTICAL_DEVIATION,2,"Metric 'prime_gap_affinity' deviates from 'markov_1' null with z=-3.717. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 2, ""message"": ""Metric 'prime_gap_affinity' deviates from 'markov_1' null with z=-3.717. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,hyphen_boundary,Hyphen positions treated as morpheme boundaries by the declared hyphen policy.,0,warning,LOW_EVENT_COUNT,0,The event occurs fewer than five times; gap and prime-position metrics are weak evidence.,"{""code"": ""LOW_EVENT_COUNT"", ""severity"": ""warning"", ""interpretation_level"": 0, ""message"": ""The event occurs fewer than five times; gap and prime-position metrics are weak evidence.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,hyphen_boundary,Hyphen positions treated as morpheme boundaries by the declared hyphen policy.,0,warning,DEGENERATE_EVENT_MAP,0,The event map is all false or all true; many metrics collapse to trivial values.,"{""code"": ""DEGENERATE_EVENT_MAP"", ""severity"": ""warning"", ""interpretation_level"": 0, ""message"": ""The event map is all false or all true; many metrics collapse to trivial values.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,digit,ASCII digit positions.,0,warning,LOW_EVENT_COUNT,0,The event occurs fewer than five times; gap and prime-position metrics are weak evidence.,"{""code"": ""LOW_EVENT_COUNT"", ""severity"": ""warning"", ""interpretation_level"": 0, ""message"": ""The event occurs fewer than five times; gap and prime-position metrics are weak evidence.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme,1002,,,digit,ASCII digit positions.,0,warning,DEGENERATE_EVENT_MAP,0,The event map is all false or all true; many metrics collapse to trivial values.,"{""code"": ""DEGENERATE_EVENT_MAP"", ""severity"": ""warning"", ""interpretation_level"": 0, ""message"": ""The event map is all false or all true; many metrics collapse to trivial values.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,info,STATISTICAL_DEVIATION,1,"Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-99.868. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-99.868. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,warning,PERIODICITY_OR_CLUSTERING_WARNING,1,"Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,info,STATISTICAL_DEVIATION,1,"Metric 'run_entropy' deviates from 'density_shuffle' null with z=-12.002. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'run_entropy' deviates from 'density_shuffle' null with z=-12.002. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,warning,OVER_REGULARITY_WARNING,1,"Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.","{""code"": ""OVER_REGULARITY_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,info,STATISTICAL_DEVIATION,1,"Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=9.140. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=9.140. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,info,STATISTICAL_DEVIATION,2,"Metric 'gap_entropy' deviates from 'markov_1' null with z=-9.618. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 2, ""message"": ""Metric 'gap_entropy' deviates from 'markov_1' null with z=-9.618. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,vowel,Positions classified as vowel in the grapheme-class stream.,305,warning,PERIODICITY_OR_CLUSTERING_WARNING,2,"Gap entropy is substantially lower than the 'markov_1' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 2, ""message"": ""Gap entropy is substantially lower than the 'markov_1' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,consonant,Positions classified as consonant in the grapheme-class stream.,350,info,STATISTICAL_DEVIATION,1,"Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-49.013. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-49.013. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,consonant,Positions classified as consonant in the grapheme-class stream.,350,warning,PERIODICITY_OR_CLUSTERING_WARNING,1,"Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,consonant,Positions classified as consonant in the grapheme-class stream.,350,info,STATISTICAL_DEVIATION,1,"Metric 'run_entropy' deviates from 'density_shuffle' null with z=-12.835. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'run_entropy' deviates from 'density_shuffle' null with z=-12.835. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,consonant,Positions classified as consonant in the grapheme-class stream.,350,warning,OVER_REGULARITY_WARNING,1,"Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.","{""code"": ""OVER_REGULARITY_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,consonant,Positions classified as consonant in the grapheme-class stream.,350,info,STATISTICAL_DEVIATION,1,"Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=12.477. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'prime_gap_affinity' deviates from 'density_shuffle' null with z=12.477. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,consonant,Positions classified as consonant in the grapheme-class stream.,350,info,STATISTICAL_DEVIATION,2,"Metric 'run_entropy' deviates from 'gap_order_shuffle' null with z=3.906. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 2, ""message"": ""Metric 'run_entropy' deviates from 'gap_order_shuffle' null with z=3.906. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,digit,Positions classified as digit in the grapheme-class stream.,0,warning,LOW_EVENT_COUNT,0,The event occurs fewer than five times; gap and prime-position metrics are weak evidence.,"{""code"": ""LOW_EVENT_COUNT"", ""severity"": ""warning"", ""interpretation_level"": 0, ""message"": ""The event occurs fewer than five times; gap and prime-position metrics are weak evidence.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,digit,Positions classified as digit in the grapheme-class stream.,0,warning,DEGENERATE_EVENT_MAP,0,The event map is all false or all true; many metrics collapse to trivial values.,"{""code"": ""DEGENERATE_EVENT_MAP"", ""severity"": ""warning"", ""interpretation_level"": 0, ""message"": ""The event map is all false or all true; many metrics collapse to trivial values.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,whitespace,Positions classified as whitespace in the grapheme-class stream.,213,info,STATISTICAL_DEVIATION,1,"Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-25.706. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'gap_entropy' deviates from 'density_shuffle' null with z=-25.706. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,whitespace,Positions classified as whitespace in the grapheme-class stream.,213,warning,PERIODICITY_OR_CLUSTERING_WARNING,1,"Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.","{""code"": ""PERIODICITY_OR_CLUSTERING_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Gap entropy is substantially lower than the 'density_shuffle' null expectation. Inspect for periodicity, clustering, repeated material, genre constraints, or local phonotactic regularity.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,whitespace,Positions classified as whitespace in the grapheme-class stream.,213,info,STATISTICAL_DEVIATION,1,"Metric 'run_entropy' deviates from 'density_shuffle' null with z=-6.445. This is a tripwire, not a conclusion.","{""code"": ""STATISTICAL_DEVIATION"", ""severity"": ""info"", ""interpretation_level"": 1, ""message"": ""Metric 'run_entropy' deviates from 'density_shuffle' null with z=-6.445. This is a tripwire, not a conclusion.""}"
C:\github\5hr-conlang\riemann_analysis\rrlang\outputs\mesu_register_v0_3_nulls100\mesu_thomas_text_only.json,mesu_register_v0_3_nulls100,,,,mesu,unknown,unknown,,,,,,,,,grapheme_class,1002,,,whitespace,Positions classified as whitespace in the grapheme-class stream.,213,warning,OVER_REGULARITY_WARNING,1,"Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.","{""code"": ""OVER_REGULARITY_WARNING"", ""severity"": ""warning"", ""interpretation_level"": 1, ""message"": ""Run entropy is substantially lower than the 'density_shuffle' null expectation. Possible causes include genuine structure, repeated boilerplate, encoding artefact, formal constraint, or local transition structure not captured by this null.""}"
